id,name,gender,birth_date,height,weight,country_id
7574,Ramil Wójcik,Male,1983-09-26,162.9,73.5,51
7575,Adam Cherono,Male,1988-02-12,179.4,98.9,39
7576,Jennifer Kamau,Female,1993-12-19,180.5,88.2,36
7577,Hiroshi Hasanov,Male,2009-05-17,178.1,74.7,48
7578,Hakki Sharma,Male,1991-06-27,180.7,60.5,24
7579,Aurelie Kamau,Female,1986-08-27,179.3,53.4,50
7580,Luis Taylor,Male,1985-07-28,181.4,67.8,51
7581,Anna Kuznetsov,Female,2003-01-15,183.6,103.6,49
7582,Svetlana Martirosyan,Female,2000-08-20,179.9,77.5,30
7583,Gunther Alekseyev,Male,1984-07-14,179.2,75.8,1
7584,Marian Schneider,Male,1989-11-03,181.1,75.5,36
7585,Cristina Phelps,Female,1998-11-05,181.1,61.0,6
7586,Hakki Ito,Male,1993-10-03,176.4,61.9,35
7587,Shota Clark,Male,2004-03-28,181.1,75.8,55
7588,Ilham Tediashvili,Male,1986-02-10,186.9,61.4,36
7589,Alina Chikovani,Female,1996-03-12,177.2,58.4,42
7590,Ekaterina Kamau,Female,1984-11-25,189.8,62.3,13
7591,Nancy Mirzayev,Female,1989-09-02,187.6,65.3,39
7592,Gagik Tadesse,Male,1983-06-19,163.5,71.7,62
7593,Ondrej Hasanov,Male,1988-04-27,189.3,66.0,25
7594,Sandrine Volkov,Female,1990-08-08,197.8,74.4,54
7595,Jiajun Choi,Male,1999-07-27,189.1,74.5,3
7596,Henrik Constantin,Male,1998-11-08,186.8,134.9,22
7597,Naira Gonzalez,Female,2008-01-20,189.0,99.3,46
7598,Nikolai Tediashvili,Male,1984-03-27,168.2,64.5,37
7599,Bingxue Bolt,Male,1986-07-15,177.1,66.1,7
7600,Hovhannes Gupta,Male,1989-09-01,191.4,68.4,57
7601,Kenji Ferreira,Male,2006-09-25,185.5,84.3,52
7602,Carina Haile,Female,1992-06-23,182.7,48.6,21
7603,Gagik Kato,Male,2007-02-14,173.0,47.1,51
7604,Hakki Kowalczyk,Male,1992-08-22,166.1,95.5,40
7605,Hovhannes Kravchenko,Male,2003-08-27,189.5,83.1,34
7606,Usukhbayar Wu,Male,1995-01-18,166.6,77.7,54
7607,Ivan Dibaba,Male,1987-08-14,171.5,68.1,45
7608,Flaviu Hasanov,Male,1998-07-23,168.3,71.9,56
7609,Sofia Grigoryan,Female,1995-05-06,178.8,74.4,3
7610,Ashley Phelps,Female,1982-01-27,179.4,72.9,22
7611,Andrei Han,Male,1988-11-17,204.1,102.2,50
7612,Ayana Clark,Female,1982-01-19,196.0,90.6,7
7613,Vasyl Ferreira,Male,2002-04-22,167.0,51.7,37
7614,Bogdan Tadesse,Male,2004-08-12,179.9,84.6,11
7615,Linda Gheorghe,Female,1987-05-28,172.5,69.1,27
7616,Regzedmaa Jung,Male,1998-02-06,189.0,62.4,38
7617,Marian Robert,Male,1986-05-11,163.9,77.7,28
7618,Sandrine Kravchenko,Female,2008-01-22,201.9,84.9,58
7619,Nino Kuznetsov,Male,1985-10-09,164.1,76.9,2
7620,Oleksandr Perez,Male,2002-11-07,178.9,109.2,42
7621,Florent Wilson,Male,1982-09-17,177.9,61.9,42
7622,Arjun Wójcik,Male,1993-06-27,178.0,94.4,32
7623,James Liu,Male,1988-02-10,181.4,108.8,36
7624,Tsend-Ochir Shah,Male,1991-07-26,164.7,70.8,40
7625,Klaus Jones,Male,2007-12-24,167.4,90.2,10
7626,Mark Yohannes,Male,1992-04-15,177.0,76.5,42
7627,Nino Kravchenko,Female,1999-10-05,164.9,81.2,21
7628,Svetlana Martin,Female,1993-07-04,177.0,67.8,27
7629,Bohdan Chen,Male,1996-06-23,176.3,79.2,1
7630,Dorothy Fischer,Female,1989-07-15,184.6,68.0,3
7631,Irina Zhang,Female,2004-09-02,202.1,103.7,27
7632,Steven Costa,Male,2003-04-23,199.0,85.1,11
7633,Anna White,Female,1990-03-16,175.1,77.8,9
7634,Yuki Sharma,Female,2004-06-16,178.0,54.7,13
7635,Steven Jones,Male,2007-06-02,198.4,67.1,40
7636,Emily Zhao,Female,1992-06-02,182.7,66.2,54
7637,Daniel Jung,Male,2009-12-14,188.1,87.9,15
7638,Oleksandr Robert,Male,2005-10-17,184.5,75.1,3
7639,George Davaadorj,Male,1992-11-22,174.3,66.6,21
7640,Nisha Santos,Female,2009-02-05,182.5,72.6,7
7641,Nesta Haile,Male,1984-06-16,169.6,60.2,33
7642,Valentina Gupta,Female,1984-08-28,192.4,89.8,54
7643,Elena Kumar,Female,2005-06-14,171.1,84.0,35
7644,Kipchoge Kowalski,Male,1996-11-09,168.1,99.5,33
7645,Agnieszka Davis,Female,1990-06-01,173.3,68.7,6
7646,Rui Aliyev,Male,1987-09-18,169.4,58.9,26
7647,Carol Watanabe,Female,1990-02-03,169.3,55.3,33
7648,Kipchoge Johnson,Male,1994-02-16,163.5,82.9,36
7649,Ketevan Romano,Female,1987-12-17,162.9,109.6,11
7650,Isabelle Clark,Female,1988-06-23,188.9,89.2,32
7651,Hyun-soo Yoon,Male,1996-09-10,163.1,68.2,19
7652,Tomasz Haile,Male,1983-03-23,177.2,65.4,38
7653,Sota Kato,Male,1986-08-21,170.5,59.2,5
7654,Brian Melnyk,Male,2000-07-28,168.2,58.2,5
7655,Tomasz Kovalev,Male,1983-12-15,200.3,85.6,11
7656,Mei Brown,Female,1982-06-19,171.7,77.2,36
7657,Ramil Jones,Male,1983-11-20,204.5,77.8,12
7658,Deepika Choi,Female,2000-01-04,183.1,90.2,40
7659,Jennifer White,Female,1994-07-08,161.4,61.6,5
7660,Jennifer Navruzov,Female,2009-12-15,177.0,74.2,41
7661,Luca Mirzayev,Male,1999-04-28,185.2,90.5,1
7662,Bohdan Tadesse,Male,1983-10-19,185.0,79.1,46
7663,Sota Han,Male,1993-07-24,171.1,72.0,12
7664,Giorgi Tadesse,Male,2001-03-15,170.1,73.6,18
7665,Sakura Bekele,Female,1998-06-23,178.9,81.3,34
7666,Zurab Kumar,Male,2008-10-24,172.2,49.7,46
7667,Jiajun Rusu,Male,2000-06-04,176.1,98.2,5
7668,Nizami Karimov,Male,2005-03-27,178.9,72.8,22
7669,Hovhannes Farah,Male,1990-05-23,167.0,89.8,19
7670,Almaz Shah,Female,1994-02-17,195.4,73.4,45
7671,Mohammed Bolt,Male,1984-07-19,181.6,92.7,47
7672,Gabriela Weber,Female,2008-12-26,173.3,67.8,47
7673,Tigran Ionescu,Male,1982-08-26,174.0,71.7,59
7674,Iryna Kiros,Female,1990-01-07,158.3,70.3,23
7675,Adrien Watanabe,Male,2008-12-19,177.5,58.9,43
7676,David Enkhtaivan,Male,2001-03-06,177.6,73.0,38
7677,Michelle Li,Female,2006-06-11,213.3,109.8,44
7678,Andrew Haile,Male,1995-05-06,188.2,83.4,55
7679,Tomasz Sargsyan,Male,1988-05-15,172.7,81.3,16
7680,Jennifer Nozadze,Female,2009-03-07,163.3,77.0,13
7681,Elnur Kravchenko,Male,1989-04-02,200.6,77.1,30
7682,Oksana White,Female,1984-05-07,175.8,62.8,57
7683,Magdalena Ito,Female,2003-07-22,145.8,58.0,44
7684,Naira Weber,Female,2004-07-12,181.9,65.7,36
7685,Gagik Smith,Male,2007-07-19,169.4,79.2,3
7686,Amine Kim,Male,1996-11-17,185.9,77.2,40
7687,Natsuki Bekele,Male,1983-03-11,176.2,58.7,39
7688,Tsend-Ochir Kamau,Male,1987-11-16,181.4,63.3,18
7689,Quentin Nozadze,Male,2002-02-10,182.6,86.3,45
7690,Haile Anderson,Male,1987-02-02,197.2,90.0,37
7691,Patricia Taylor,Female,1994-02-14,198.7,105.0,35
7692,Kamran Popescu,Male,2000-02-13,178.5,55.6,61
7693,Yohan Wilson,Male,1989-11-16,193.3,108.8,6
7694,Erik Kravchenko,Male,1983-03-28,173.6,66.8,29
7695,Quentin Rodriguez,Male,1987-05-08,171.3,59.8,27
7696,Mei Enkhtaivan,Female,1995-08-11,172.4,68.8,31
7697,Elaine Sato,Female,1982-02-17,167.9,80.8,5
7698,Susan Kwon,Female,2003-12-10,172.1,71.3,22
7699,Usukhbayar Ferreira,Male,1993-12-11,179.1,62.2,38
7700,Hyun-soo Smith,Male,1988-01-09,188.0,79.7,28
7701,Josef Bernard,Male,2009-11-26,170.2,71.9,18
7702,William Schneider,Male,1991-01-14,173.4,76.4,30
7703,Christine Kuznetsov,Female,1987-02-21,184.6,68.3,55
7704,Haile Wiśniewski,Male,1999-05-20,165.4,94.5,32
7705,Xia Kim,Female,1992-01-01,207.3,81.0,27
7706,Juan Kwon,Male,1986-11-19,182.5,90.8,25
7707,Olga Tediashvili,Female,2001-03-10,199.8,83.9,15
7708,Luca Kuznetsov,Male,1991-05-17,186.4,104.2,47
7709,Tatiana Sargsyan,Female,2004-09-18,183.8,63.1,26
7710,Nikolai Kovalenko,Male,2007-08-12,180.6,71.5,48
7711,Tirunesh Li,Female,2001-11-20,166.6,97.5,10
7712,Anna Yuldashev,Female,1990-04-14,178.2,72.1,47
7713,Svetlana Amiranashvili,Female,1991-11-20,189.0,57.5,31
7714,Hassan Dibaba,Male,1998-06-19,180.6,77.8,8
7715,Christopher Yohannes,Male,2005-03-08,183.9,80.8,54
7716,Lela Melnyk,Female,2003-11-18,172.8,89.2,54
7717,Daniel Rossi,Male,2005-08-10,170.3,95.6,8
7718,Sandra Bekele,Female,1994-04-21,166.7,72.8,29
7719,Robert Perez,Male,1994-08-15,162.0,64.4,42
7720,Carina Aliyev,Female,2007-02-03,170.2,67.7,28
7721,Aysel Smith,Female,1997-03-05,163.2,69.0,23
7722,Amine Kaminski,Male,1997-03-27,165.8,71.2,55
7723,Guram Hakobyan,Male,1997-03-24,180.1,61.2,10
7724,Susan Zhao,Female,1989-08-03,189.3,86.0,36
7725,Giorgi Ferreira,Male,1984-10-04,183.2,63.9,27
7726,Diego Babayev,Male,2001-03-10,177.0,74.2,17
7727,Asha Liu,Female,1983-12-14,189.4,89.1,43
7728,Lars Johnson,Male,2009-09-14,167.0,79.4,12
7729,Gagik Miller,Male,2008-01-05,165.6,62.2,40
7730,Piotr Okonkwo,Male,1995-09-22,165.9,61.5,11
7731,David Enkhtaivan,Male,1998-07-24,188.7,75.9,7
7732,Nigar Bondarenko,Female,2005-01-22,166.8,64.9,23
7733,Aurelie Kato,Female,1982-03-13,169.8,74.2,29
7734,Elnur Zhang,Male,1998-05-09,193.5,78.4,7
7735,Ekaterina Lopez,Female,1986-11-14,179.4,90.6,4
7736,Gunther Silva,Male,2003-03-22,180.8,64.0,45
7737,Siranush Melnyk,Female,2002-03-01,181.8,83.7,45
7738,Natalya Smith,Female,2008-06-27,186.5,74.9,11
7739,Simona Oliveira,Female,1989-03-03,172.3,120.8,44
7740,Salome Fischer,Female,2003-03-02,173.7,54.0,42
7741,Dmitri Hakobyan,Male,1986-01-04,161.0,41.6,6
7742,Bogdan Makarov,Male,1988-05-25,184.2,69.2,45
7743,Oksana Farah,Female,1990-02-14,187.6,70.0,25
7744,Erik Thomas,Male,2007-10-18,171.3,70.4,35
7745,Isabelle Tediashvili,Female,2008-02-23,170.7,107.7,10
7746,Naoto Bolt,Male,1991-07-01,194.8,64.9,7
7747,Barbara Davis,Female,2007-08-26,181.9,81.5,50
7748,Yuki Schmidt,Female,2009-04-13,173.5,84.2,60
7749,Meseret Orlov,Female,1989-08-09,184.2,76.4,5
7750,Quentin Romano,Male,1984-08-05,164.8,57.6,21
7751,Camelia Petrosyan,Female,1995-08-15,181.4,68.4,5
7752,Valentina Harris,Female,1982-09-13,183.4,69.4,3
7753,Matthew Liu,Male,1997-03-19,164.6,88.7,42
7754,Elena Sato,Female,1987-09-22,181.0,99.7,43
7755,Juan Rossi,Male,2008-06-17,171.5,56.8,24
7756,Zurab Tashkentov,Male,2007-01-19,167.1,73.7,2
7757,Liang Alves,Male,1997-08-10,164.5,81.6,43
7758,John Volkov,Male,1988-09-15,177.8,64.5,17
7759,Nataliya Costa,Female,2003-11-22,180.7,77.4,30
7760,Franz Brown,Male,1997-11-18,198.4,77.0,3
7761,Juan Babayev,Male,2004-01-12,165.1,105.3,39
7762,Hovhannes Yang,Male,1997-10-11,188.0,56.1,38
7763,Sofia Orlov,Female,1991-12-28,163.8,95.2,22
7764,Irina Rodriguez,Female,1991-06-07,182.2,74.2,6
7765,Elena Bernard,Female,1985-09-23,192.2,78.0,58
7766,Irina Zhang,Female,1992-09-13,169.3,75.4,11
7767,Ashley Perez,Female,1997-02-18,181.6,76.0,54
7768,Enkhjargal Robert,Female,1997-09-26,165.2,128.3,11
7769,Christine Bernard,Female,1982-12-01,173.1,103.4,24
7770,Lars Chen,Male,1985-06-12,175.8,67.1,21
7771,Mohammed Adeyemi,Male,1997-07-19,193.0,76.2,19
7772,Dorothy Martirosyan,Female,1982-04-09,182.6,70.1,38
7773,Mark Alves,Male,1991-11-07,186.7,69.0,35
7774,Natsuki Dibaba,Male,1982-03-14,183.8,54.0,15
7775,Maria Weber,Female,2002-10-24,171.5,90.4,30
7776,Bolormaa Perez,Female,2006-08-23,188.2,80.4,42
7777,Sergei Greco,Male,1997-02-02,173.6,61.7,36
7778,Almaz Oliveira,Female,1985-03-09,196.0,90.9,29
7779,Lilit White,Female,1985-05-22,187.0,87.9,61
7780,Henrik Mammadov,Male,2006-04-08,179.0,89.9,33
7781,Matthew Fischer,Male,2003-02-02,163.9,80.2,17
7782,Christine Santos,Female,1995-06-03,186.1,118.5,48
7783,Yuki Kato,Female,1989-12-13,171.1,58.2,17
7784,Usukhbayar Robinson,Male,1986-12-02,178.9,88.9,50
7785,Constantin Thomas,Male,2001-07-28,185.2,85.9,62
7786,Salome Fischer,Female,1995-12-18,171.5,74.1,8
7787,Jennifer Okonkwo,Female,2000-05-14,178.9,84.6,6
7788,Erik Martirosyan,Male,1992-10-18,186.8,66.3,22
7789,Karen Silva,Female,2001-12-10,189.1,67.2,18
7790,Krzysztof Gheorghe,Male,1988-03-18,167.1,80.8,6
7791,Nino Dupont,Female,2000-07-11,172.0,79.6,25
7792,Carina Zhang,Female,1983-01-07,151.8,69.6,35
7793,Ramil Garcia,Male,1999-04-11,172.5,79.7,22
7794,Elena Wanjiku,Female,1982-12-04,187.4,70.4,35
7795,Barbara Kovalev,Female,1994-12-21,170.3,59.4,62
7796,Jiri Rodriguez,Male,1995-02-04,197.2,77.9,34
7797,Alexandra Suzuki,Female,1988-09-26,173.5,78.6,26
7798,Liang Oliveira,Male,1987-07-27,169.9,58.9,40
7799,Magdalena Costa,Female,1999-01-17,169.3,83.0,36
7800,Sergei Thomas,Male,1992-10-05,183.5,96.9,18
7801,Alexei Jung,Male,2006-12-11,182.3,86.7,23
7802,Josef Wójcik,Male,1983-05-05,155.9,72.3,45
7803,Tamar Munkhbat,Female,1987-02-08,185.9,65.0,26
7804,Karolina Wójcik,Female,1989-08-06,179.2,78.2,29
7805,Leyla Fraser-Pryce,Female,1992-05-25,191.5,59.5,45
7806,Salome Kim,Female,1999-08-09,182.5,83.9,3
7807,Ivan Davaadorj,Male,2001-04-01,182.5,73.3,42
7808,Robert Bianchi,Male,2007-06-04,174.1,57.5,1
7809,William Kowalczyk,Male,1996-07-08,202.0,100.6,60
7810,Constantin Watanabe,Male,2006-10-13,171.6,65.8,59
7811,Patricia Miller,Female,2007-03-06,179.1,83.3,10
7812,Julien Han,Male,1992-02-07,192.5,88.2,39
7813,Oleksandr Orlov,Male,1984-06-18,188.4,81.9,30
7814,Amine Tediashvili,Male,1988-06-03,159.6,56.3,37
7815,Gunel Orlov,Female,1985-10-10,173.2,87.0,14
7816,Tamar Perez,Female,1982-03-19,169.8,98.4,4
7817,Kimberly White,Female,2001-01-17,171.0,87.5,55
7818,Meseret Kato,Female,1989-09-05,163.7,69.9,11
7819,Sandra Esposito,Female,1988-09-18,171.9,78.5,37
7820,Elaine Wiśniewski,Female,1998-04-02,180.8,58.6,42
7821,Usain Han,Male,1989-07-23,183.6,78.9,51
7822,Bingxue Watanabe,Male,2001-02-18,182.4,73.6,21
7823,Carina Rodriguez,Female,1988-11-12,180.5,94.2,3
7824,Elena Zhao,Female,1985-10-13,178.6,76.6,21
7825,Hassan Fischer,Male,1988-06-21,177.5,77.7,18
7826,Constantin Johnson,Male,1994-10-05,166.8,72.4,14
7827,Liang Martin,Male,1988-02-14,175.0,136.1,19
7828,Dorothy Santos,Female,2000-06-10,146.0,42.2,43
7829,Kenji Hernandez,Male,2005-05-21,181.3,61.9,11
7830,Pedro Miller,Male,1982-11-19,168.7,90.0,56
7831,Hovhannes Sokolov,Male,1989-04-07,160.5,69.3,10
7832,Diego Suzuki,Male,2003-12-10,149.2,72.9,40
7833,Nataliya Zhang,Female,2006-09-20,170.1,67.8,51
7834,Simona Bernard,Female,2003-05-11,176.8,92.0,54
7835,Gunel Bondarenko,Female,1986-12-20,169.8,74.2,1
7836,Anna Wu,Female,1999-10-21,183.3,92.9,28
7837,Nesta Yoon,Male,2002-11-14,161.1,71.9,59
7838,Svetlana Mirzayev,Female,1987-08-14,182.7,88.6,47
7839,Sifan Orlov,Female,1985-10-02,196.7,79.4,36
7840,Justyna Jones,Female,1990-12-08,167.8,68.9,13
7841,Faith Santos,Female,1982-10-24,196.1,100.1,10
7842,Asha Esposito,Female,2006-07-20,177.5,96.2,41
7843,Sandrine Sharma,Female,2004-01-14,179.2,87.6,58
7844,Liang Popov,Male,1989-10-16,165.3,92.4,20
7845,Erik Williams,Male,1997-09-24,165.2,57.0,18
7846,Kamran Thomas,Male,1992-05-06,167.0,60.2,3
7847,Elena Gebrselassie,Female,1989-11-08,174.6,74.1,17
7848,Ivan Smith,Male,1990-05-25,174.5,108.2,46
7849,Marta Alekseyev,Female,1997-03-24,179.6,65.6,34
7850,Isabelle Müller,Female,1995-09-27,163.7,82.3,55
7851,Brian Davaadorj,Male,1984-09-15,174.5,66.7,49
7852,Barbara Bolt,Female,2000-08-10,179.6,93.0,12
7853,Marco Bianchi,Male,1994-06-09,181.8,65.8,35
7854,Karolina Hasanov,Female,2007-06-12,172.7,73.4,7
7855,Hovhannes Sokolov,Male,2003-12-19,193.4,82.5,3
7856,Walter Fischer,Male,1989-05-02,191.2,70.0,8
7857,Asha Mirzayev,Female,2003-07-11,191.6,84.2,49
7858,Nataliya Kiros,Female,2008-07-12,187.0,98.9,14
7859,Tamar Gebrselassie,Female,2007-05-06,179.8,93.2,3
7860,Sota Oliveira,Male,1997-06-09,184.5,89.8,34
7861,Sifan Okonkwo,Female,1995-01-20,184.3,58.1,34
7862,Patricia Park,Female,1983-07-25,197.7,81.2,2
7863,Lisa Martirosyan,Female,1991-12-18,173.7,72.6,43
7864,Xia Mwangi,Female,1989-07-11,187.5,55.5,1
7865,Yuna Mwangi,Female,1990-09-21,184.0,69.9,10
7866,Paolo Müller,Male,1999-05-24,163.1,69.1,52
7867,Christine Silva,Female,1984-01-07,164.2,79.2,47
7868,Nataliya Hasanov,Female,1982-11-09,178.9,87.9,38
7869,Carina Perez,Female,1986-02-08,192.0,72.7,45
7870,Usukhbayar Silva,Male,1982-10-16,175.4,58.7,20
7871,Rahul Moore,Male,1986-06-10,199.0,95.9,33
7872,Narantsetseg Martin,Female,1989-02-17,179.3,82.2,21
7873,Daniel Anderson,Male,1988-10-12,174.3,70.6,32
7874,Romain Kato,Male,2005-01-17,176.2,69.6,30
7875,Sifan Greco,Female,2003-04-17,161.8,69.5,38
7876,Camelia Popov,Female,1998-11-25,166.8,73.0,9
7877,Matthew Volkov,Male,2009-12-15,185.2,64.2,30
7878,Andrew Melnyk,Male,2005-09-14,188.4,49.7,35
7879,Klaus Jung,Male,1984-05-21,177.7,73.4,10
7880,Matthew Zhang,Male,1990-11-25,201.2,59.0,1
7881,Sofia Amiranashvili,Female,2009-08-06,194.5,65.0,14
7882,Klaus Kowalski,Male,1982-05-22,182.2,76.3,14
7883,Faith Sharma,Female,1982-07-04,172.2,91.7,59
7884,Susan Johnson,Female,2008-11-07,202.6,97.0,61
7885,Christopher Farah,Male,1997-03-17,199.9,111.7,2
7886,Anthony Gupta,Male,1987-08-15,171.6,87.8,32
7887,Nino Kowalczyk,Female,1994-05-17,166.0,63.1,53
7888,Gabriela Kvinikadze,Female,1991-02-13,167.1,86.9,43
7889,Nizami Sato,Male,2002-04-14,189.5,104.6,30
7890,Adam Lee,Male,1987-08-13,199.6,99.1,35
7891,Guram Johnson,Male,2004-02-03,161.5,92.0,18
7892,Vikram Schneider,Male,2005-07-05,188.2,77.3,14
7893,Deepika Choi,Female,1986-04-12,183.5,58.7,55
7894,Anjali Yamamoto,Female,1995-02-06,169.1,63.8,19
7895,Naim Jones,Male,1984-07-28,186.2,89.9,38
7896,Liang Anderson,Male,1982-02-04,167.9,69.8,42
7897,Alexei Li,Male,1996-11-08,175.4,83.8,35
7898,Nancy Alekseyev,Female,1986-05-19,166.6,56.8,3
7899,Iryna Kovalev,Female,1993-06-27,197.8,85.0,36
7900,Gunther Fraser-Pryce,Male,2006-02-09,199.8,103.1,21
7901,Antoine Yang,Male,1985-01-05,203.5,100.7,31
7902,Naoto Yamamoto,Male,1998-05-06,174.2,71.8,6
7903,Katarzyna Lopez,Female,1996-03-08,180.2,58.6,59
7904,Akiko Constantin,Female,1990-11-15,160.0,73.2,54
7905,Tomasz Bernard,Male,2005-04-11,182.3,90.9,35
7906,Arjun Bekele,Male,1998-09-24,195.8,87.2,49
7907,Iryna Dupont,Female,1991-11-11,176.6,78.7,47
7908,Lasha Rusu,Male,2008-12-26,162.6,81.6,41
7909,Carina Wu,Female,2005-11-25,165.5,60.5,39
7910,Akiko Hernandez,Female,2008-09-05,182.2,76.1,18
7911,Constantin Müller,Male,1986-09-02,178.2,76.5,30
7912,Agnieszka Popescu,Female,2003-03-05,178.0,87.6,2
7913,Yuki Thomas,Male,1996-05-22,182.9,59.4,30
7914,Ashley White,Female,1983-09-10,167.2,57.0,7
7915,Sunita Sokolov,Female,1986-09-22,184.3,130.3,3
7916,Anthony Gantulga,Male,2009-01-20,172.5,63.9,47
7917,Robert Martirosyan,Male,1998-11-20,179.2,79.6,2
7918,Vikram Robinson,Male,1983-05-20,163.2,62.1,24
7919,Asha Kaminski,Female,1982-04-18,167.0,76.1,20
7920,Anthony Phelps,Male,2003-03-16,164.5,72.0,14
7921,Adam Wójcik,Male,1983-04-09,182.6,71.3,1
7922,Justyna Hakobyan,Female,1999-11-10,188.8,83.4,21
7923,Camelia Davaadorj,Female,2005-01-09,172.9,81.4,33
7924,Xia Karimov,Female,1982-03-24,178.2,94.0,59
7925,Mihai Yang,Male,2002-07-22,172.9,66.8,23
7926,Antoine Robert,Male,1988-11-10,160.7,78.4,1
7927,Mei Lee,Female,1995-01-23,195.7,72.0,18
7928,Susan Kamau,Female,2005-02-26,183.3,57.7,59
7929,Min-jun Liu,Male,2003-11-10,178.1,77.8,32
7930,Ilham Kuznetsov,Male,1987-08-09,192.6,86.4,34
7931,Sifan Petrosyan,Female,1994-08-14,169.3,90.2,14
7932,Nisha Gebrselassie,Female,2009-09-12,188.8,59.1,19
7933,Jessica Shevchenko,Female,1992-07-08,181.7,86.4,37
7934,Julien Costa,Male,2009-04-12,190.2,74.9,37
7935,Haile Kowalczyk,Male,2003-06-24,146.8,61.9,37
7936,Mihai Lee,Male,2001-03-24,166.0,76.2,17
7937,Lars Greco,Male,2004-01-27,185.9,99.6,29
7938,Iryna Jackson,Female,2003-03-21,193.2,64.9,39
7939,Gabriela Huseynov,Female,2008-07-24,192.1,129.4,21
7940,Betty Orlov,Female,2004-06-22,169.0,72.7,19
7941,Sofia Gupta,Female,2000-11-28,165.9,103.1,12
7942,Luca Lee,Male,1983-12-22,192.3,103.0,60
7943,Anthony Kvinikadze,Male,1982-11-10,158.9,69.5,61
7944,Radek Gupta,Male,1989-11-14,152.3,44.2,53
7945,Jae-won Garcia,Male,1995-04-06,196.1,86.2,62
7946,Rahul Zhao,Male,1996-07-07,177.6,69.3,43
7947,Ketevan Sokolov,Female,1996-01-04,172.8,80.1,35
7948,Anjali Robinson,Female,2002-03-16,158.9,129.8,31
7949,Enkhjargal Nikitin,Female,1984-01-21,207.1,66.6,41
7950,David Lochte,Male,1997-09-06,180.4,80.5,12
7951,Brian Li,Male,2005-10-27,191.9,77.8,12
7952,Salome Martirosyan,Female,2004-04-14,183.6,77.1,35
7953,Paolo Williams,Male,1984-05-03,160.0,84.8,4
7954,Nancy Haile,Female,1990-01-16,182.2,50.4,3
7955,Bingxue Yang,Male,1982-05-11,167.3,51.2,5
7956,Mariam Lochte,Female,1991-03-13,185.4,51.4,20
7957,Mariam Wójcik,Female,1984-05-28,171.2,70.9,57
7958,Mariam Yadav,Female,1998-01-26,168.9,74.2,30
7959,Giorgi Bekele,Male,1988-07-11,191.5,76.0,42
7960,Florent Costa,Male,1995-01-07,165.3,58.7,56
7961,Elaine Wanjiku,Female,1983-04-13,192.5,70.5,59
7962,Lela Orlov,Female,2004-12-18,167.3,69.9,38
7963,Romain Ivanov,Male,2002-06-22,174.2,49.1,60
7964,Anjali Volkov,Female,2005-09-14,169.7,66.2,28
7965,Nikolai Hernandez,Male,2001-02-03,184.8,64.5,30
7966,Salome Moore,Female,1988-02-07,165.7,96.5,42
7967,Alexandra Esposito,Female,1987-09-05,191.0,63.4,5
7968,Sergei Miller,Male,1985-04-21,175.6,96.2,36
7969,Shota Kravchenko,Male,1998-11-03,196.7,109.0,20
7970,Pierre Johnson,Male,1985-12-05,172.0,89.0,32
7971,Guram Petrov,Male,1982-11-14,174.8,99.8,33
7972,Giulia Karimov,Female,1996-04-24,171.3,77.7,39
7973,Dorothy Ferreira,Female,1983-11-22,182.4,72.7,33
7974,Zheng Kamau,Male,1986-11-01,180.0,91.0,1
7975,Adam Bernard,Male,1988-12-14,186.8,89.5,40
7976,Karen Tadesse,Female,1991-08-24,180.6,78.6,30
7977,Christine Han,Female,1985-11-10,176.7,75.4,5
7978,Nataliya Grigoryan,Female,1990-02-27,188.1,69.0,21
7979,Steven Yang,Male,2005-07-21,175.2,64.4,21
7980,Mykhailo Perez,Male,1983-07-09,176.8,73.5,27
7981,Mary Karimov,Female,1990-12-04,173.7,66.8,5
7982,James Taylor,Male,2004-07-08,173.2,78.3,16
7983,Natsuki Rodriguez,Male,1999-07-05,189.8,79.8,7
7984,Mei Fraser-Pryce,Female,1990-08-02,192.5,98.8,34
7985,Lilit Zhang,Female,2005-06-03,176.7,74.1,44
7986,Sandrine Ferrari,Female,1985-09-06,194.9,73.0,62
7987,Darya Singh,Female,1992-07-05,193.7,87.7,7
7988,Vikram Lochte,Male,1990-10-26,185.9,93.1,38
7989,Svetlana Bekele,Female,2009-08-06,209.4,108.0,27
7990,Romain Jackson,Male,2004-12-21,171.1,80.0,8
7991,Rui Jung,Male,1994-12-01,172.0,70.7,55
7992,Magnus Brown,Male,1999-03-23,193.9,65.6,37
7993,Hasmik Robinson,Female,1997-12-14,179.1,88.9,46
7994,Zheng Popescu,Male,1988-08-13,173.4,71.6,14
7995,Jiajun Liu,Male,2009-02-16,174.0,107.6,22
7996,Mark Martin,Male,2007-08-02,166.8,85.2,21
7997,Enkhjargal Müller,Female,1997-08-22,197.7,65.8,6
7998,Vasyl Rusu,Male,1993-08-10,189.9,86.6,17
7999,Rui Kato,Male,1993-05-20,185.8,68.8,34
8000,Maria Kipchoge,Female,1988-04-02,189.3,97.7,3
8001,Lisa Clark,Female,2003-06-16,169.1,85.1,21
8002,Sofia Dupont,Female,1983-11-13,170.8,64.4,26
8003,Flaviu Williams,Male,1985-01-28,182.5,70.8,34
8004,Almaz Robinson,Female,2000-01-25,186.1,73.6,53
8005,Bohdan Smith,Male,2002-09-03,170.2,78.0,50
8006,Leyla Dupont,Female,2004-07-01,195.7,82.6,11
